  -4.90000010      -4.80000019      -4.70000029      -4.60000038      -4.50000048      -4.40000057      -4.30000067      -4.20000076      -4.10000086      -4.00000095      -3.90000105      -3.80000114      -3.70000124      -3.60000134      -3.50000143      -3.40000153      -3.30000162      -3.20000172      -3.10000181      -3.00000191      -2.90000200      -2.80000210      -2.70000219      -2.60000229      -2.50000238      -2.40000248      -2.30000257      -2.20000267      -2.10000277      -2.00000286      -1.90000284      -1.80000281      -1.70000279      -1.60000277      -1.50000274      -1.40000272      -1.30000269      -1.20000267      -1.10000265      -1.00000262     -0.900002599     -0.800002575     -0.700002551     -0.600002527     -0.500002503     -0.400002509     -0.300002515     -0.200002521     -0.100002520      -2.51829624E-06   9.99974832E-02  0.199997485      0.299997479      0.399997473      0.499997467      0.599997461      0.699997485      0.799997509      0.899997532      0.999997556       1.09999752       1.19999754       1.29999757       1.39999759       1.49999762       1.59999764       1.69999766       1.79999769       1.89999771       1.99999774       2.09999776       2.19999766       2.29999757       2.39999747       2.49999738       2.59999728       2.69999719       2.79999709       2.89999700       2.99999690       3.09999681       3.19999671       3.29999661       3.39999652       3.49999642       3.59999633       3.69999623       3.79999614       3.89999604       3.99999595       4.09999609       4.19999599       4.29999590       4.39999580       4.49999571       4.59999561       4.69999552       4.79999542       4.89999533       4.99999523    
  -1.00000000      -1.00000000      -1.00000000      -1.00000000      -1.00000000      -1.00000000      -1.00000000      -1.00000000      -1.00000000      -1.00000000      -1.00000000      -1.00000000      -1.00000000      -1.00000000      -1.00000000      -1.00000000      -1.00000000      -1.00000000      -1.00000000      -1.00000000      -1.00000000      -1.00000000      -1.00000000      -1.00000000      -1.00000000      -1.00000000      -1.00000000      -1.00000000      -1.00000000      -1.00000000      -1.00000000      -1.00000000      -1.00000000      -1.00000000      -1.00000000      -1.00000000      -1.00000000      -1.00000000      -1.00000000      -1.00000000      -1.00000000      -1.00000000      -1.00000000      -1.00000000      -1.00000000      -1.00000000      -1.00000000      -1.00000000      -1.00000000      -1.00000000       1.00000000       1.00000000       1.00000000       1.00000000       1.00000000       1.00000000       1.00000000       1.00000000       1.00000000       1.00000000       1.00000000       1.00000000       1.00000000       1.00000000       1.00000000       1.00000000       1.00000000       1.00000000       1.00000000       1.00000000       1.00000000       1.00000000       1.00000000       1.00000000       1.00000000       1.00000000       1.00000000       1.00000000       1.00000000       1.00000000       1.00000000       1.00000000       1.00000000       1.00000000       1.00000000       1.00000000       1.00000000       1.00000000       1.00000000       1.00000000       1.00000000       1.00000000       1.00000000       1.00000000       1.00000000       1.00000000       1.00000000       1.00000000       1.00000000       1.00000000    
  -1.00000000      -1.00000000      -1.00000000      -1.00000000      -1.00000000      -1.00000000      -1.00000000      -1.00000000      -1.00000000      -1.00000000      -1.00000000      -1.00000000      -1.00000000      -1.00000000      -1.00000000      -1.00000000      -1.00000000      -1.00000000      -1.00000000      -1.00000000      -1.00000000      -1.00000000      -1.00000000      -1.00000000      -1.00000000      -1.00000000      -1.00000000      -1.00000000      -1.00000000      -1.00000000      -1.00000000      -1.00000000      -1.00000000      -1.00000000      -1.00000000      -1.00000000      -1.00000000      -1.00000000      -1.00000000      -1.00000000      -1.00000000      -1.00000000      -1.00000000      -1.00000000      -1.00000000      -1.00000000      -1.00000000      -1.00000000      -1.00000000     -0.500000000      0.500000000      0.625000000      0.695312500      0.741729736      0.775081515      0.800375700      0.820300639      0.836446583      0.849821448      0.861098289      0.870745122      0.879098535      0.886407137      0.892858803      0.898598433      0.903739572      0.908372641      0.912570417      0.916392386      0.919887543      0.923096538      0.926053643      0.928787708      0.931323290      0.933681548      0.935880601      0.937936246      0.939862192      0.941670477      0.943371654      0.944975019      0.946488857      0.947920561      0.949276686      0.950563073      0.951785088      0.952947438      0.954054415      0.955109954      0.956117511      0.957080364      0.958001375      0.958883286      0.959728599      0.960539460      0.961318016      0.962066174      0.962785661      0.963478088       1.00000000    
  -1.00000000      -1.00000000      -1.00000000      -1.00000000      -1.00000000      -1.00000000      -1.00000000      -1.00000000      -1.00000000      -1.00000000      -1.00000000      -1.00000000      -1.00000000      -1.00000000      -1.00000000      -1.00000000      -1.00000000      -1.00000000      -1.00000000      -1.00000000      -1.00000000      -1.00000000      -1.00000000      -1.00000000      -1.00000000      -1.00000000      -1.00000000      -1.00000000      -1.00000000      -1.00000000      -1.00000000      -1.00000000      -1.00000000      -1.00000000      -1.00000000      -1.00000000      -1.00000000      -1.00000000      -1.00000000      -1.00000000      -1.00000000      -1.00000000      -1.00000000      -1.00000000      -1.00000000      -1.00000000      -1.00000000      -1.00000000     -0.625000000     -0.375000000      0.375000000      0.500000000      0.578582764      0.634027243      0.675701141      0.708361089      0.734741807      0.756547928      0.774905562      0.790592492      0.804164827      0.816031933      0.826502383      0.835813463      0.844150901      0.851662338      0.858466625      0.864660501      0.870323777      0.875522733      0.880312920      0.884741426      0.888848126      0.892667234      0.896228313      0.899556994      0.902675450      0.905603170      0.908357382      0.910953164      0.913403988      0.915721655      0.917916954      0.919999361      0.921977401      0.923858821      0.925650597      0.927358985      0.928989768      0.930548191      0.932038903      0.933466315      0.934834361      0.936146736      0.937406778      0.938617587      0.939782023      0.940902710      0.941982031       1.00000000    
  -1.00000000      -1.00000000      -1.00000000      -1.00000000      -1.00000000      -1.00000000      -1.00000000      -1.00000000      -1.00000000      -1.00000000      -1.00000000      -1.00000000      -1.00000000      -1.00000000      -1.00000000      -1.00000000      -1.00000000      -1.00000000      -1.00000000      -1.00000000      -1.00000000      -1.00000000      -1.00000000      -1.00000000      -1.00000000      -1.00000000      -1.00000000      -1.00000000      -1.00000000      -1.00000000      -1.00000000      -1.00000000      -1.00000000      -1.00000000      -1.00000000      -1.00000000      -1.00000000      -1.00000000      -1.00000000      -1.00000000      -1.00000000      -1.00000000      -1.00000000      -1.00000000      -1.00000000      -1.00000000      -1.00000000     -0.695312500     -0.500000000     -0.304687500      0.304687500      0.421417236      0.500000000      0.558031976      0.603114963      0.639347196      0.669201493      0.694280863      0.715679169      0.734172583      0.750329018      0.764574707      0.777236521      0.788569689      0.798776627      0.808019996      0.816432297      0.824122429      0.831180930      0.837683558      0.843694329      0.849267781      0.854450524      0.859282672      0.863799095      0.868030071      0.872002065      0.875738382      0.879259706      0.882584155      0.885728002      0.888705611      0.891530037      0.894212842      0.896764517      0.899194539      0.901511490      0.903723121      0.905836523      0.907858133      0.909793854      0.911649108      0.913428783      0.915137410      0.916779280      0.918358207      0.919877768      0.921341300      0.922751844       1.00000000    
  -1.00000000      -1.00000000      -1.00000000      -1.00000000      -1.00000000      -1.00000000      -1.00000000      -1.00000000      -1.00000000      -1.00000000      -1.00000000      -1.00000000      -1.00000000      -1.00000000      -1.00000000      -1.00000000      -1.00000000      -1.00000000      -1.00000000      -1.00000000      -1.00000000      -1.00000000      -1.00000000      -1.00000000      -1.00000000      -1.00000000      -1.00000000      -1.00000000      -1.00000000      -1.00000000      -1.00000000      -1.00000000      -1.00000000      -1.00000000      -1.00000000      -1.00000000      -1.00000000      -1.00000000      -1.00000000      -1.00000000      -1.00000000      -1.00000000      -1.00000000      -1.00000000      -1.00000000      -1.00000000     -0.741729736     -0.578582764     -0.421417236     -0.258270264      0.258270264      0.365972757      0.441968024      0.500000000      0.546241164      0.584154487      0.615904391      0.642937005      0.666264832      0.686622322      0.704557300      0.720487952      0.734739661      0.747569799      0.759184837      0.769752622      0.779410958      0.788274288      0.796438217      0.803983569      0.810979068      0.817483425      0.823547244      0.829214334      0.834522843      0.839506149      0.844193578      0.848610938      0.852781177      0.856724620      0.860459507      0.864002049      0.867366910      0.870567203      0.873614848      0.876520574      0.879294157      0.881944478      0.884479642      0.886907041      0.889233470      0.891465127      0.893607736      0.895666599      0.897646487      0.899551868      0.901386976      0.903155684      0.904861450       1.00000000    
  -1.00000000      -1.00000000      -1.00000000      -1.00000000      -1.00000000      -1.00000000      -1.00000000      -1.00000000      -1.00000000      -1.00000000      -1.00000000      -1.00000000      -1.00000000      -1.00000000      -1.00000000      -1.00000000      -1.00000000      -1.00000000      -1.00000000      -1.00000000      -1.00000000      -1.00000000      -1.00000000      -1.00000000      -1.00000000      -1.00000000      -1.00000000      -1.00000000      -1.00000000      -1.00000000      -1.00000000      -1.00000000      -1.00000000      -1.00000000      -1.00000000      -1.00000000      -1.00000000      -1.00000000      -1.00000000      -1.00000000      -1.00000000      -1.00000000      -1.00000000      -1.00000000      -1.00000000     -0.775081515     -0.634027243     -0.500000000     -0.365972757     -0.224918500      0.224918500      0.324298888      0.396885037      0.453758866      0.500000000      0.538536251      0.571245909      0.599413991      0.623958945      0.645559609      0.664730430      0.681869805      0.697291672      0.711247325      0.723940432      0.735537946      0.746178269      0.755977154      0.765032053      0.773425817      0.781229258      0.788503408      0.795301020      0.801667929      0.807644367      0.813265562      0.818562627      0.823563099      0.828291416      0.832769394      0.837016702      0.841050744      0.844887376      0.848540902      0.852024198      0.855349064      0.858526111      0.861564994      0.864474654      0.867263198      0.869938135      0.872506261      0.874973893      0.877346933      0.879630685      0.881830156      0.883949935      0.885994315      0.887967288       1.00000000    
  -1.00000000      -1.00000000      -1.00000000      -1.00000000      -1.00000000      -1.00000000      -1.00000000      -1.00000000      -1.00000000      -1.00000000      -1.00000000      -1.00000000      -1.00000000      -1.00000000      -1.00000000      -1.00000000      -1.00000000      -1.00000000      -1.00000000      -1.00000000      -1.00000000      -1.00000000      -1.00000000      -1.00000000      -1.00000000      -1.00000000      -1.00000000      -1.00000000      -1.00000000      -1.00000000      -1.00000000      -1.00000000      -1.00000000      -1.00000000      -1.00000000      -1.00000000      -1.00000000      -1.00000000      -1.00000000      -1.00000000      -1.00000000      -1.00000000      -1.00000000      -1.00000000     -0.800375700     -0.675701141     -0.558031976     -0.441968024     -0.324298888     -0.199624330      0.199624330      0.291638941      0.360652804      0.415845543      0.461463749      0.500000000      0.533084989      0.561855197      0.587137222      0.609551072      0.629573405      0.647577941      0.663862407      0.678667545      0.692190409      0.704593718      0.716013432      0.726564050      0.736342669      0.745432317      0.753904343      0.761820495      0.769234419      0.776193023      0.782737434      0.788904071      0.794725060      0.800228953      0.805441260      0.810384750      0.815079927      0.819545209      0.823797226      0.827850997      0.831720233      0.835417330      0.838953614      0.842339456      0.845584333      0.848696887      0.851685166      0.854556441      0.857317567      0.859974802      0.862533927      0.865000367      0.867379010      0.869674563      0.871891260       1.00000000    
  -1.00000000      -1.00000000      -1.00000000      -1.00000000      -1.00000000      -1.00000000      -1.00000000      -1.00000000      -1.00000000      -1.00000000      -1.00000000      -1.00000000      -1.00000000      -1.00000000      -1.00000000      -1.00000000      -1.00000000      -1.00000000      -1.00000000      -1.00000000      -1.00000000      -1.00000000      -1.00000000      -1.00000000      -1.00000000      -1.00000000      -1.00000000      -1.00000000      -1.00000000      -1.00000000      -1.00000000      -1.00000000      -1.00000000      -1.00000000      -1.00000000      -1.00000000      -1.00000000      -1.00000000      -1.00000000      -1.00000000      -1.00000000      -1.00000000      -1.00000000     -0.820300639     -0.708361089     -0.603114963     -0.500000000     -0.396885037     -0.291638941     -0.179699391      0.179699391      0.265258253      0.330798566      0.384095639      0.428754091      0.466915041      0.500000000      0.529014587      0.554700375      0.577621102      0.598215163      0.616830051      0.633745432      0.649189353      0.663350046      0.676384211      0.688423634      0.699579954      0.709948480      0.719611049      0.728638530      0.737092316      0.745026171      0.752487242      0.759517014      0.766152263      0.772425771      0.778366566      0.784000695      0.789351583      0.794440269      0.799285710      0.803905129      0.808314085      0.812526762      0.816556156      0.820414007      0.824111104      0.827657461      0.831062078      0.834333420      0.837479234      0.840506613      0.843422174      0.846232057      0.848941922      0.851557016      0.854082346      0.856522441       1.00000000    
  -1.00000000      -1.00000000      -1.00000000      -1.00000000      -1.00000000      -1.00000000      -1.00000000      -1.00000000      -1.00000000      -1.00000000      -1.00000000      -1.00000000      -1.00000000      -1.00000000      -1.00000000      -1.00000000      -1.00000000      -1.00000000      -1.00000000      -1.00000000      -1.00000000      -1.00000000      -1.00000000      -1.00000000      -1.00000000      -1.00000000      -1.00000000      -1.00000000      -1.00000000      -1.00000000      -1.00000000      -1.00000000      -1.00000000      -1.00000000      -1.00000000      -1.00000000      -1.00000000      -1.00000000      -1.00000000      -1.00000000      -1.00000000      -1.00000000     -0.836446583     -0.734741807     -0.639347196     -0.546241164     -0.453758866     -0.360652804     -0.265258253     -0.163553461      0.163553461      0.243452147      0.305719197      0.357063025      0.400586069      0.438144803      0.470985442      0.500000000      0.525854111      0.549059272      0.570017517      0.589050412      0.606418967      0.622337937      0.636985660      0.650511742      0.663042843      0.674686790      0.685536206      0.695670962      0.705160499      0.714065433      0.722438872      0.730327725      0.737773299      0.744812369      0.751477718      0.757798672      0.763801575      0.769510031      0.774945438      0.780127108      0.785072565      0.789797723      0.794317126      0.798644066      0.802790642      0.806767941      0.810586274      0.814255059      0.817782938      0.821177959      0.824447513      0.827598572      0.830637455      0.833570004      0.836401820      0.839138031      0.841783404       1.00000000    
